epoch,best_epoch,best_train_loss,best_train_acc,best_train_precision,best_train_f1,best_train_recall,best_val_loss,best_val_accuracy,best_val_precision,best_val_f1,best_val_recall,best_roc_auc,elapsed_time
20,16,0.05049405299599158,98.39019347216068,98.38993692264572,98.39003502019278,98.39019347216068,0.012585154917716855,99.75654290931223,99.7574001902042,99.75659019254451,99.75654290931223,0.9999600235700408,654.084587097168
