epoch,test_loss,test_accuracy,test_precision,test_f1,test_recall,test_roc_auc,elapsed_time
bukan train,0.00012203504029569566,99.32885906040269,99.34652066407631,99.32879859725497,99.32885906040269,0.9999550225874497,0.6429157257080078
